Date,Close,High,Low,Open,Volume,tomorrow_close,target,ticker
2020-03-19,408.64654541015625,430.5995508438921,397.29153849959346,409.715250893795,61404010,453.2872619628906,1,RELIANCE.NS
2020-03-20,453.2872619628906,460.8349919401429,414.1236220114131,418.3539154289049,63360475,393.6623840332031,0,RELIANCE.NS
2020-03-23,393.6623840332031,423.02953408613564,389.9219001729814,407.9785720617482,40670949,420.09063720703125,1,RELIANCE.NS
2020-03-24,420.09063720703125,431.935454645914,398.89463871900745,414.1236854654176,45734887,481.9196472167969,1,RELIANCE.NS
2020-03-25,481.9196472167969,512.7785178891949,428.9296612692312,429.17456609975056,73130298,474.7726745605469,0,RELIANCE.NS
2020-03-26,474.7726745605469,497.3491012446338,464.1524132137663,487.95339378494543,45744488,474.5055236816406,0,RELIANCE.NS
2020-03-27,474.5055236816406,493.0742985498193,465.86682419167437,487.59718710077345,41657940,458.85345458984375,0,RELIANCE.NS
2020-03-30,458.85345458984375,478.6022562103133,454.20014346811496,463.37321097095526,30229866,495.9465026855469,1,RELIANCE.NS
2020-03-31,495.9465026855469,503.09345030601094,466.6684068629954,478.2237906959417,44292810,481.1181640625,0,RELIANCE.NS
2020-04-01,481.1181640625,500.7778787446454,465.42154418897144,499.7314374197435,41597459,479.7822570800781,0,RELIANCE.NS
2020-04-03,479.7822570800781,505.1640473665368,470.36428521360847,505.1640473665368,41367807,537.0693969726562,1,RELIANCE.NS
2020-04-07,537.0693969726562,540.587180545846,489.82365880229355,490.7587797499459,54373624,530.8576049804688,0,RELIANCE.NS
2020-04-08,530.8576049804688,547.2667377451544,516.5414146971003,525.4472847573542,49880330,543.2367553710938,1,RELIANCE.NS
2020-04-09,543.2367553710938,548.9587723530421,531.2360897019119,540.5872407700642,33032857,529.5216674804688,0,RELIANCE.NS
2020-04-13,529.5216674804688,541.0325221376103,525.4471928092958,536.1120125498173,23673784,512.0215454101562,0,RELIANCE.NS
2020-04-15,512.0215454101562,550.3836477833194,508.97127785494433,533.0394274350746,35321842,520.1259765625,1,RELIANCE.NS
2020-04-16,520.1259765625,528.7646769192855,509.8619687316648,512.0216140957893,37455706,545.0401000976562,1,RELIANCE.NS
2020-04-17,545.0401000976562,547.7119081332823,531.0801379395491,541.477788467049,33269335,553.8569946289062,1,RELIANCE.NS
2020-04-20,553.8569946289062,559.7348298724658,535.2436911572639,545.9307453957434,36030932,550.98486328125,0,RELIANCE.NS
2020-04-21,550.98486328125,557.508386765965,518.3225393512134,538.8060261793212,61371628,607.2032470703125,1,RELIANCE.NS
2020-04-22,607.2032470703125,616.6880417343276,578.8825664491623,587.7884356237253,142683366,610.4539184570312,1,RELIANCE.NS
2020-04-23,610.4539184570312,617.1110859522549,602.6167250854138,608.8731391707544,65464502,630.9819946289062,1,RELIANCE.NS
2020-04-24,630.9819946289062,665.692673747736,599.9004494609227,601.2140598103026,134986308,636.659423828125,1,RELIANCE.NS
2020-04-27,636.659423828125,656.8089776563307,633.6536843523593,638.5519000387314,58482901,635.9469604492188,0,RELIANCE.NS
2020-04-28,635.9469604492188,648.1034431126441,619.9163502379175,645.6766291201964,78453401,635.41259765625,0,RELIANCE.NS
2020-04-29,635.41259765625,647.3019715047586,632.3178017703171,643.4056688448253,37494672,652.80126953125,1,RELIANCE.NS
2020-04-30,652.80126953125,665.6925550392881,640.355324961502,647.4354789736136,71345899,639.0862426757812,0,RELIANCE.NS
2020-05-04,639.0862426757812,652.3559877170559,631.1822287393294,641.2236532680045,53456868,650.4190673828125,1,RELIANCE.NS
2020-05-05,650.4190673828125,658.5902520124664,644.4298814250894,647.3243306346986,44903763,650.4635009765625,1,RELIANCE.NS
2020-05-06,650.4635009765625,661.239610058138,643.6727503217016,651.9106955136318,40489094,671.0361328125,1,RELIANCE.NS
2020-05-07,671.0361328125,674.0196380436263,643.4501981639638,647.9031324834183,50026966,695.4606323242188,1,RELIANCE.NS
2020-05-08,695.4606323242188,703.520407322856,684.4618205288415,687.9796639330426,84262770,702.1400146484375,1,RELIANCE.NS
2020-05-11,702.1400146484375,719.1502462326481,700.1361881322265,703.5649156731971,67085063,658.7014770507812,0,RELIANCE.NS
2020-05-12,658.7014770507812,698.3772514173569,652.3560664564766,696.79641276918,100683202,672.677001953125,1,RELIANCE.NS
2020-05-13,672.677001953125,686.4096865474885,653.5950534044931,686.4096865474885,66430125,645.4813842773438,0,RELIANCE.NS
2020-05-14,645.4813842773438,672.7894520264449,642.8292538253183,660.3378567998212,49266771,656.0224609375,1,RELIANCE.NS
2020-05-15,656.0224609375,659.3039301915819,636.1089238922658,649.0999085460102,62152260,647.6389770507812,0,RELIANCE.NS
2020-05-18,647.6389770507812,666.181474909855,641.9076865534937,660.7873261418357,62796089,633.3218994140625,0,RELIANCE.NS
2020-05-19,633.3218994140625,657.0563561877386,630.7821895369445,654.9436171986698,42315854,644.469970703125,1,RELIANCE.NS
2020-05-20,644.469970703125,650.3810982575258,626.1746653038855,633.8164459231173,55320985,647.86376953125,1,RELIANCE.NS
2020-05-21,647.86376953125,656.9439458804737,640.5591310175457,645.054274887475,39167981,643.5034790039062,0,RELIANCE.NS
2020-05-22,643.5034790039062,655.3931503743523,641.233434844536,652.6061872445827,37828973,640.132080078125,0,RELIANCE.NS
2020-05-26,640.132080078125,651.6621368125705,636.6483020759156,650.9653812121286,33216635,649.7967529296875,1,RELIANCE.NS
2020-05-27,649.7967529296875,653.5951416505152,634.7154993719518,643.256285680101,35667956,661.7987060546875,1,RELIANCE.NS
2020-05-28,661.7987060546875,665.1700639694456,651.3474905739236,654.0445650157022,40126278,658.27001953125,0,RELIANCE.NS
2020-05-29,658.27001953125,661.6863216286777,652.9882315987021,659.8882522484166,40022527,683.42041015625,1,RELIANCE.NS
2020-06-01,683.42041015625,691.5116927649323,663.4619289082036,665.282470467664,39943702,690.3204345703125,1,RELIANCE.NS
2020-06-02,690.3204345703125,692.2533963499591,683.622663148201,685.9601831154127,22153960,692.9950561523438,1,RELIANCE.NS
2020-06-03,692.9950561523438,701.2436433909791,689.2640251716484,694.5009280550352,25381289,710.14404296875,1,RELIANCE.NS
2020-06-04,710.14404296875,714.5043536279225,692.7028597821947,694.0513671813276,34202350,710.9982299804688,1,RELIANCE.NS
2020-06-05,710.9982299804688,727.3156301764457,707.4020907099616,716.9767743613463,33076685,705.5140380859375,0,RELIANCE.NS
2020-06-08,705.5140380859375,727.495369555277,703.4912471731864,727.495369555277,31414953,690.9722900390625,0,RELIANCE.NS
2020-06-09,690.9722900390625,711.5825840206448,689.1068040465735,701.3785617206731,25857161,706.7054443359375,1,RELIANCE.NS
2020-06-10,706.7054443359375,710.0318585333791,692.2760013760952,693.646981266489,22132647,691.2195434570312,0,RELIANCE.NS
2020-06-11,691.2195434570312,704.8173365444579,688.207799283614,703.9408036567188,20385805,714.1897583007812,1,RELIANCE.NS
2020-06-12,714.1897583007812,716.0777164159133,672.9242267053721,674.2727936948124,38548899,725.7647705078125,1,RELIANCE.NS
2020-06-15,725.7647705078125,731.3387563203479,701.7381741898191,703.4912994111404,53107403,727.1807250976562,1,RELIANCE.NS
2020-06-16,727.1807250976562,741.0482428927804,712.6163922222294,738.5534772559045,51187003,726.1243896484375,0,RELIANCE.NS
2020-06-17,726.1243896484375,735.1596222116743,720.1683177338406,722.9328087814987,41782053,744.3521728515625,1,RELIANCE.NS
2020-06-18,744.3521728515625,748.4427585087822,721.74156125064,722.3709004133316,40471557,790.8770751953125,1,RELIANCE.NS
2020-06-19,790.8770751953125,804.092782405198,747.094304408189,750.6903840730492,105804173,784.9209594726562,0,RELIANCE.NS
2020-06-22,784.9209594726562,811.0152901303186,779.90883714488,797.1702444845414,60198705,773.5706787109375,0,RELIANCE.NS
2020-06-23,773.5706787109375,792.83240486235,771.4129953643138,786.6515522559022,37962078,776.69482421875,1,RELIANCE.NS
2020-06-24,776.69482421875,796.8556158794696,769.4351890087056,780.3134354719743,51586221,772.22216796875,0,RELIANCE.NS
2020-06-25,772.22216796875,786.2021069841788,770.0420123108671,776.3127539840192,39679374,782.8980712890625,1,RELIANCE.NS
2020-06-26,782.8980712890625,787.5505795010465,771.8175170961591,777.1218366018753,30921913,774.5820922851562,0,RELIANCE.NS
2020-06-29,774.5820922851562,782.0440358258111,771.1657900960829,776.7847199037966,25621946,766.0188598632812,0,RELIANCE.NS
2020-06-30,766.0188598632812,782.6059245493964,762.1754677566296,780.807914512527,30276420,781.07763671875,1,RELIANCE.NS
2020-07-01,781.07763671875,786.2021202640287,767.7944531593192,773.166189855075,28464103,794.524169921875,1,RELIANCE.NS
2020-07-02,794.524169921875,797.7964291606368,783.1051378323464,786.6933471641555,28789533,806.9586791992188,1,RELIANCE.NS
2020-07-03,806.9586791992188,809.2605842388523,797.9769338084662,803.3027790862244,29434266,835.7996826171875,1,RELIANCE.NS
2020-07-06,835.7996826171875,838.59798707909,808.8543846026165,814.6767489280919,47016185,823.0040283203125,0,RELIANCE.NS
2020-07-07,823.0040283203125,841.4640390934211,815.2635191046126,839.5007072874031,35189589,811.517333984375,0,RELIANCE.NS
2020-07-08,811.517333984375,828.1944614496679,807.9065609306946,823.2748204715693,26204095,823.3650512695312,1,RELIANCE.NS
2020-07-09,823.3650512695312,828.2170013060332,806.2139692943585,816.4820787561033,36418942,847.6473999023438,1,RELIANCE.NS
2020-07-10,847.6473999023438,850.6037089763864,823.3650271392274,825.2832912510764,43759967,873.3515014648438,1,RELIANCE.NS
2020-07-13,873.3515014648438,879.0835514065949,857.5544142629645,859.066414273634,69608392,865.227294921875,0,RELIANCE.NS
2020-07-14,865.227294921875,876.3755044340146,851.8223671864567,872.9001726962613,67331128,832.279052734375,0,RELIANCE.NS
2020-07-15,832.279052734375,893.1203044400035,811.5172588286548,874.6828596649843,139669773,832.00830078125,0,RELIANCE.NS
2020-07-16,832.00830078125,843.5627139468717,818.039164673242,833.6331186808312,60961724,862.8351440429688,1,RELIANCE.NS
2020-07-17,862.8351440429688,866.581298459645,829.5710262803591,832.7304674212536,49726765,866.5361328125,1,RELIANCE.NS
2020-07-20,866.5361328125,871.9974193757844,857.3964422325445,865.5883422314392,36592938,889.8480224609375,1,RELIANCE.NS
2020-07-21,889.8480224609375,892.3078725048149,874.028433084142,875.1567920683302,42173371,904.4942016601562,1,RELIANCE.NS
2020-07-22,904.4942016601562,907.2022513326309,884.950961621849,895.0159382684053,59771457,928.776611328125,1,RELIANCE.NS
2020-07-23,928.776611328125,938.6610205330575,898.784750623047,904.4716734406272,58333751,968.6528930664062,1,RELIANCE.NS
2020-07-24,968.6528930664062,976.2580205169854,928.7766226694645,928.866877074322,120597372,973.1889038085938,1,RELIANCE.NS
2020-07-27,973.1889038085938,992.4161962400035,960.4158758519521,983.389323046393,80304827,982.892822265625,1,RELIANCE.NS
2020-07-28,982.892822265625,990.2497503164254,970.6839438160092,973.1889214679941,55114422,946.311279296875,0,RELIANCE.NS
2020-07-29,946.311279296875,985.1945694094204,934.4860429521891,982.9830381867582,72663399,951.8177490234375,1,RELIANCE.NS
2020-07-30,951.8177490234375,965.7416994124951,935.1856889845394,947.372003332624,72857444,932.9740600585938,0,RELIANCE.NS
2020-07-31,932.9740600585938,960.9122737981927,926.5198556854664,954.3678150249528,74958061,906.7509765625,0,RELIANCE.NS
2020-08-03,906.7509765625,928.4154946857375,904.0879942280135,925.8428264432459,46715383,970.6613159179688,1,RELIANCE.NS
2020-08-04,970.6613159179688,978.0633706821992,902.8017056351508,911.9865832893145,92041055,959.7613525390625,0,RELIANCE.NS
2020-08-05,959.7613525390625,991.152334357933,956.082888808404,978.9660801786949,74549993,963.2141723632812,1,RELIANCE.NS
2020-08-06,963.2141723632812,978.379359794549,951.3438079467057,973.549973124917,49322975,968.7881469726562,1,RELIANCE.NS
2020-08-07,968.7881469726562,973.9109194619942,956.940407442753,961.2732749175092,32984416,956.7824096679688,0,RELIANCE.NS
2020-08-10,956.7824096679688,977.1606220933874,951.479128353328,974.4976996368632,26958997,963.0787353515625,1,RELIANCE.NS
2020-08-11,963.0787353515625,974.9039718853056,947.9812395926484,963.5300670431569,46828306,960.2803955078125,0,RELIANCE.NS
2020-08-12,960.2803955078125,968.1338417220617,950.8924453804724,957.3015226996713,30264617,957.7754516601562,0,RELIANCE.NS
2020-08-13,957.7754516601562,965.3805786775785,952.3367286962583,960.4609378961798,24830322,954.0518798828125,0,RELIANCE.NS
2020-08-14,954.0518798828125,973.549934599968,942.9713613334557,958.0011068702576,33224635,943.919189453125,0,RELIANCE.NS
2020-08-17,943.919189453125,950.0800072856482,934.3281075225127,950.0800072856482,30979066,956.1957397460938,1,RELIANCE.NS
2020-08-18,956.1957397460938,963.3044077157676,939.8570673079405,941.0531171539242,30547672,962.0631713867188,1,RELIANCE.NS
2020-08-19,962.0631713867188,972.1958989128857,957.4594807962734,966.3284079855683,34087543,946.4918212890625,0,RELIANCE.NS
2020-08-20,946.4918212890625,958.6104445458395,942.4071530026558,956.850185253758,22537845,939.63134765625,0,RELIANCE.NS
2020-08-21,939.63134765625,957.7528424475055,937.4423204149851,955.9474560788303,25280895,945.9050903320312,1,RELIANCE.NS
2020-08-24,945.9050903320312,949.854317250222,934.5086218851164,943.9417586729289,32717218,939.7442626953125,0,RELIANCE.NS
2020-08-25,939.7442626953125,952.9235547016002,937.8937489378307,950.5313951315512,19388008,964.6583862304688,1,RELIANCE.NS
2020-08-26,964.6583862304688,969.4652088235415,923.9020199231386,941.0531010310551,59870421,952.6076049804688,0,RELIANCE.NS
2020-08-27,952.6076049804688,970.3905879404774,949.2902183763626,969.4878648165206,28085062,955.1124267578125,1,RELIANCE.NS
2020-08-28,955.1124267578125,962.6724257659083,950.6441181454949,956.8500625345647,27166900,939.1123657226562,0,RELIANCE.NS
2020-08-31,939.1123657226562,981.2227882057733,929.9274882908779,981.2227882057733,62076132,942.0687255859375,1,RELIANCE.NS
2020-09-01,942.0687255859375,957.9334441866578,930.8527654130116,947.8233392331533,38616258,960.5512084960938,1,RELIANCE.NS
2020-09-02,960.5512084960938,964.9743904615849,941.0531538410881,944.2125354209737,26949439,953.28466796875,0,RELIANCE.NS
2020-09-03,953.28466796875,965.3129780000348,949.177435785477,960.4610275654427,18586429,937.5551147460938,0,RELIANCE.NS
2020-09-04,937.5551147460938,946.4466050798669,935.2758331669374,940.3986056664972,28475945,939.9924926757812,1,RELIANCE.NS
2020-09-07,939.9924926757812,950.4185474757394,922.6608419794579,940.6018292728933,21926473,951.02783203125,1,RELIANCE.NS
2020-09-08,951.02783203125,957.3014676946553,939.0220273942846,944.2124909097532,27397082,975.5133056640625,1,RELIANCE.NS
2020-09-09,975.5133056640625,978.4244877673116,939.4508806683891,941.0531948204808,55310877,1044.410888671875,1,RELIANCE.NS
2020-09-10,1044.410888671875,1058.3800235694275,981.83194598064,985.3299004503288,140304404,1047.006103515625,1,RELIANCE.NS
2020-09-11,1047.006103515625,1055.1754392235675,1032.2698057113957,1043.5082682863067,59470807,1039.2431640625,0,RELIANCE.NS
2020-09-14,1039.2431640625,1065.1729199258552,1029.9679721043801,1049.3758922384438,44063445,1046.60009765625,1,RELIANCE.NS
2020-09-15,1046.60009765625,1049.7143521325797,1032.7437783357252,1043.4858431799203,27178393,1049.172607421875,1,RELIANCE.NS
2020-09-16,1049.172607421875,1069.3928153950412,1042.8538446608136,1047.1189617708817,33952295,1037.5281982421875,0,RELIANCE.NS
2020-09-17,1037.5281982421875,1053.3026639496802,1034.4138240791433,1047.1191622141462,25828669,1040.6649169921875,1,RELIANCE.NS
2020-09-18,1040.6649169921875,1046.8708623526327,1027.5081886685462,1044.5238896915514,33074915,1018.165283203125,0,RELIANCE.NS
2020-09-21,1018.165283203125,1054.3404610706277,1014.3287552558285,1038.092044133767,33627381,997.990234375,0,RELIANCE.NS
2020-09-22,997.990234375,1027.7112111815643,993.6573068799258,1027.7112111815643,34792254,1006.859130859375,1,RELIANCE.NS
2020-09-23,1006.859130859375,1027.5984225615102,995.3499037941469,1020.0384225209982,42988708,984.4724731445312,0,RELIANCE.NS
2020-09-24,984.4724731445312,1004.6926220511629,982.1480045429355,996.5233454684201,29826318,993.7249145507812,1,RELIANCE.NS
2020-09-25,993.7249145507812,998.7348690093663,978.1987117097201,987.9928652621533,28374935,1000.2921142578125,1,RELIANCE.NS
2020-09-28,1000.2921142578125,1010.1088922605071,996.1397551110359,1005.1440644113056,19666849,1013.2908325195312,1,RELIANCE.NS
2020-09-29,1013.2908325195312,1021.8437503790619,1000.2921093414723,1004.2413960622814,25842539,1008.46142578125,0,RELIANCE.NS
2020-09-30,1008.46142578125,1023.1977241154949,1004.2413164953268,1020.0383427428203,24465159,1004.3541870117188,0,RELIANCE.NS
2020-10-01,1004.3541870117188,1021.7534684542669,999.2765413206039,1021.7534684542669,20783227,998.464111328125,0,RELIANCE.NS
2020-10-05,998.464111328125,1015.1412378353376,995.665807141331,1012.8168289308439,18922799,997.629150390625,0,RELIANCE.NS
2020-10-06,997.629150390625,1008.2582772733267,993.7024274130506,1004.3541775876134,18412175,1018.91015625,1,RELIANCE.NS
2020-10-07,1018.91015625,1042.154366526615,1001.9847094184659,1008.7548642742527,53170865,1010.6729736328125,0,RELIANCE.NS
2020-10-08,1010.6729736328125,1023.6491928550894,1002.9324648078214,1019.5870284539118,21077808,1008.0552368164062,0,RELIANCE.NS
2020-10-09,1008.0552368164062,1016.8790372265936,1000.6757456073183,1008.7548278164428,18545499,1009.6799926757812,1,RELIANCE.NS
2020-10-12,1009.6799926757812,1018.1200919736274,1004.8055389601913,1008.7547657275612,14226473,1029.38134765625,1,RELIANCE.NS
2020-10-13,1029.38134765625,1031.6606295627953,1004.6250177214829,1006.7689180188713,23112012,1032.4503173828125,1,RELIANCE.NS
2020-10-14,1032.4503173828125,1039.897498590876,1023.8747175024403,1028.5687815922101,26742011,995.8914184570312,0,RELIANCE.NS
2020-10-15,995.8914184570312,1033.578657645069,990.7009550037031,1033.578657645069,20036197,982.0352172851562,0,RELIANCE.NS
2020-10-16,982.0352172851562,1007.6263990747995,980.6134716986062,999.7279451318866,21583600,982.2156982421875,1,RELIANCE.NS
2020-10-19,982.2156982421875,1005.9112981674255,972.7149304876791,988.4668301104947,31200385,973.0534057617188,0,RELIANCE.NS
2020-10-20,973.0534057617188,989.7982821843228,971.4059645919401,983.4794597665089,18482288,958.9264526367188,0,RELIANCE.NS
2020-10-21,958.9264526367188,989.3470825746206,946.8078286470422,978.5148226542062,34082321,950.9600830078125,0,RELIANCE.NS
2020-10-22,950.9600830078125,962.4919326942683,943.761160688031,960.1900874152456,30802210,953.71337890625,1,RELIANCE.NS
2020-10-23,953.71337890625,963.6203515996452,946.198506037611,950.5313739814042,23422125,915.8229370117188,0,RELIANCE.NS
2020-10-26,915.8229370117188,948.7033536754576,911.0386780241073,948.7033536754576,37324416,918.2601928710938,1,RELIANCE.NS
2020-10-27,918.2601928710938,929.7017279504099,904.9455209838884,918.4407016571695,36478896,907.8567504882812,0,RELIANCE.NS
2020-10-28,907.8567504882812,928.7314227324945,906.028800472741,921.5550042670169,29924017,914.8300170898438,1,RELIANCE.NS
2020-10-29,914.8300170898438,921.645358569465,898.6267852210569,901.3348351173212,30655304,927.2870483398438,1,RELIANCE.NS
2020-10-30,927.2870483398438,932.0713070827725,912.5280676575319,917.8087852454236,34021563,847.3765869140625,0,RELIANCE.NS
2020-11-02,847.3765869140625,914.875118139784,839.1169961667077,914.875118139784,99366895,835.167724609375,0,RELIANCE.NS
2020-11-03,835.167724609375,861.6165021715815,828.2621884933044,853.0409611809424,88691623,863.5121459960938,1,RELIANCE.NS
2020-11-04,863.5121459960938,870.6434375225641,829.1197275153525,829.1197275153525,80180117,882.3783569335938,1,RELIANCE.NS
2020-11-05,882.3783569335938,885.063843200435,871.9974294692396,882.3557933334056,37205373,915.8455200195312,1,RELIANCE.NS
2020-11-06,915.8455200195312,920.7425971059893,892.8269476303738,898.1754160907856,66674086,925.5719604492188,1,RELIANCE.NS
2020-11-09,925.5719604492188,933.8315508837121,918.9371879060812,930.7172966945931,35838510,940.8500366210938,1,RELIANCE.NS
2020-11-10,940.8500366210938,943.3098869382017,921.2842908558239,937.4423956918613,36934242,901.4249877929688,0,RELIANCE.NS
2020-11-11,901.4249877929688,945.5664886118119,892.8043204833926,942.8584390211519,56724780,893.661865234375,0,RELIANCE.NS
2020-11-12,893.661865234375,906.5026417774758,886.8917113461868,894.1132565805676,40046527,901.06396484375,1,RELIANCE.NS
2020-11-13,901.06396484375,919.2305871473199,894.4518154997988,894.564633496026,45388670,903.7268676757812,1,RELIANCE.NS
2020-11-14,903.7268676757812,909.5943584245174,900.5900499126363,909.4138496344937,5226220,899.6422119140625,0,RELIANCE.NS
2020-11-17,899.6422119140625,941.0531016992426,895.9186211486201,941.0531016992426,46542562,896.9115600585938,0,RELIANCE.NS
2020-11-18,896.9115600585938,905.6225415308988,884.680120055657,899.6421732719438,30402290,890.5702514648438,0,RELIANCE.NS
